@relation std_ionosphere.arff
@attribute a01 REAL
@attribute a03 REAL
@attribute a04 REAL
@attribute a05 REAL
@attribute a06 REAL
@attribute a07 REAL
@attribute a08 REAL
@attribute a09 REAL
@attribute a10 REAL
@attribute a11 REAL
@attribute a12 REAL
@attribute a13 REAL
@attribute a14 REAL
@attribute a15 REAL
@attribute a16 REAL
@attribute a17 REAL
@attribute a18 REAL
@attribute a19 REAL
@attribute a20 REAL
@attribute a21 REAL
@attribute a22 REAL
@attribute a23 REAL
@attribute a24 REAL
@attribute a25 REAL
@attribute a26 REAL
@attribute a27 REAL
@attribute a28 REAL
@attribute a29 REAL
@attribute a30 REAL
@attribute a31 REAL
@attribute a32 REAL
@attribute a33 REAL
@attribute a34 REAL
@attribute class {good,bad}
@data
 3.49999994039536E-0001, 2.00000002980232E-0001, 9.99999977648258E-0003, 3.60000014305115E-0001,-1.89999997615814E-0001, 4.90000009536743E-0001,-1.50000005960464E-0001, 2.89999991655350E-0001,-1.70000001788139E-0001, 3.60000014305115E-0001, 3.10000002384186E-0001, 5.79999983310699E-0001,-5.00000007450581E-0002, 6.20000004768372E-0001, 1.99999995529652E-0002, 5.29999971389771E-0001,-1.50000005960464E-0001, 4.49999988079071E-0001, 5.00000007450581E-0002, 6.00000023841858E-0001, 2.00000002980232E-0001, 5.29999971389771E-0001, 3.40000003576279E-0001, 4.69999998807907E-0001, 4.39999997615814E-0001, 1.89999997615814E-0001, 3.79999995231628E-0001, 4.90000009536743E-0001, 4.09999996423721E-0001, 4.30000007152557E-0001, 3.00000011920929E-0001, 4.19999986886978E-0001, 2.89999991655350E-0001,good
 3.49999994039536E-0001, 7.20000028610229E-0001,-2.36999988555908E+0000,-1.15999996662140E+0000,-2.50000000000000E-0001, 4.69999998807907E-0001,-2.13000011444092E+0000, 5.89999973773956E-0001, 7.59999990463257E-0001,-1.59000003337860E+0000,-2.23000001907349E+0000,-6.39999985694885E-0001,-1.89999997615814E-0001,-5.29999971389771E-0001,-1.59999996423721E-0001, 5.50000011920929E-0001,-1.53999996185303E+0000, 6.10000014305115E-0001,-1.11000001430511E+0000,-5.50000011920929E-0001,-1.99999995529652E-0002,-3.00000011920929E-0001,-1.78999996185303E+0000,-2.41000008583069E+0000,-1.83000004291534E+0000,-2.99000000953674E+0000,-1.69000005722046E+0000, 1.08000004291534E+0000,-1.90999996662140E+0000, 1.12999999523163E+0000,-1.94000005722046E+0000,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 7.20000028610229E-0001,-5.99999986588955E-0002, 6.89999997615814E-0001,-3.19999992847443E-0001, 9.10000026226044E-0001,-2.89999991655350E-0001, 9.59999978542328E-0001,-4.79999989271164E-0001, 9.10000026226044E-0001,-4.49999988079071E-0001, 9.49999988079071E-0001,-3.70000004768372E-0001, 1.00000000000000E+0000,-5.00000000000000E-0001, 1.00000000000000E+0000,-2.70000010728836E-0001, 9.90000009536743E-0001,-1.80000007152557E-0001, 1.09000003337860E+0000,-3.79999995231628E-0001, 1.05999994277954E+0000,-2.50000000000000E-0001, 1.02999997138977E+0000,-2.89999991655350E-0001, 8.10000002384186E-0001,-2.39999994635582E-0001, 9.90000009536743E-0001,-2.80000001192093E-0001, 1.05999994277954E+0000,-4.39999997615814E-0001, 1.00000000000000E+0000,-5.19999980926514E-0001,good
-2.86999988555908E+0000,-1.28999996185303E+0000,-1.00000001490116E-0001,-1.15999996662140E+0000,-2.50000000000000E-0001,-1.12000000476837E+0000,-2.30000004172325E-0001,-1.00999999046326E+0000,-3.79999995231628E-0001,-8.50000023841858E-0001,-3.10000002384186E-0001,-6.39999985694885E-0001,-1.89999997615814E-0001,-5.29999971389771E-0001,-1.59999996423721E-0001,-6.20000004768372E-0001, 9.99999977648258E-0003,-5.69999992847443E-0001, 5.00000007450581E-0002,-5.50000011920929E-0001,-1.99999995529652E-0002,-6.00000023841858E-0001, 1.09999999403953E-0001,-6.89999997615814E-0001, 1.40000000596046E-0001, 8.89999985694885E-0001,-1.69000005722046E+0000,-6.60000026226044E-0001, 5.00000007450581E-0002,-6.20000004768372E-0001, 9.99999977648258E-0003,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 6.39999985694885E-0001,-3.70000004768372E-0001, 5.99999986588955E-0002,-5.29999971389771E-0001, 8.29999983310699E-0001,-5.79999983310699E-0001, 8.99999976158142E-0001,-2.09999993443489E-0001, 7.90000021457672E-0001,-3.30000013113022E-0001, 7.09999978542328E-0001,-6.89999997615814E-0001, 1.00000000000000E+0000,-8.29999983310699E-0001, 9.80000019073486E-0001,-4.19999986886978E-0001, 1.00999999046326E+0000,-3.60000014305115E-0001, 1.09000003337860E+0000,-5.40000021457672E-0001, 9.39999997615814E-0001,-6.29999995231628E-0001, 1.03999996185303E+0000,-2.30000004172325E-0001, 6.70000016689301E-0001,-4.60000008344650E-0001, 7.50000000000000E-0001,-4.19999986886978E-0001, 9.39999997615814E-0001,-6.20000004768372E-0001, 6.70000016689301E-0001,-9.30000007152557E-0001,good
 3.49999994039536E-0001,-7.30000019073486E-0001,-8.29999983310699E-0001,-1.15999996662140E+0000,-2.50000000000000E-0001, 2.59999990463257E-0001,-2.15000009536743E+0000,-4.00000005960464E-0001, 1.61000001430511E+0000, 2.89999991655350E-0001,-1.89999997615814E-0001,-7.99999982118607E-0002,-1.90999996662140E+0000,-5.29999971389771E-0001,-1.59999996423721E-0001, 3.40000003576279E-0001,-7.20000028610229E-0001, 1.40000000596046E-0001,-1.50999999046326E+0000,-5.50000011920929E-0001,-1.99999995529652E-0002,-6.00000023841858E-0001, 1.09999999403953E-0001,-2.70000010728836E-0001, 4.90000009536743E-0001, 8.89999985694885E-0001,-3.10000002384186E-0001,-5.50000011920929E-0001,-8.89999985694885E-0001,-3.40000003576279E-0001,-1.36000001430511E+0000,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 6.00000023841858E-0001,-1.21000003814697E+0000, 7.69999980926514E-0001,-3.40000003576279E-0001, 8.89999985694885E-0001,-1.89999997615814E+0000, 7.59999990463257E-0001, 1.00999999046326E+0000, 9.30000007152557E-0001,-5.19999980926514E-0001, 9.59999978542328E-0001,-4.30000007152557E-0001, 1.00000000000000E+0000,-4.79999989271164E-0001, 1.00000000000000E+0000,-3.49999994039536E-0001, 1.01999998092651E+0000,-3.40000003576279E-0001, 1.09000003337860E+0000,-4.60000008344650E-0001, 1.05999994277954E+0000,-4.00000005960464E-0001, 1.03999996185303E+0000,-4.49999988079071E-0001, 8.89999985694885E-0001,-4.69999998807907E-0001, 1.08000004291534E+0000,-6.70000016689301E-0001, 1.12999999523163E+0000,-7.90000021457672E-0001, 1.25000000000000E+0000,-9.90000009536743E-0001,good
 3.49999994039536E-0001,-1.28999996185303E+0000,-1.00000001490116E-0001,-1.15999996662140E+0000,-2.50000000000000E-0001,-1.12000000476837E+0000,-2.30000004172325E-0001,-1.00999999046326E+0000,-3.79999995231628E-0001, 2.59999990463257E-0001, 1.71000003814697E+0000,-6.39999985694885E-0001,-1.89999997615814E-0001,-5.29999971389771E-0001,-1.59999996423721E-0001,-1.99999995529652E-0002,-1.44000005722046E+0000, 3.19999992847443E-0001,-1.87999999523163E+0000,-5.50000011920929E-0001,-1.99999995529652E-0002,-6.00000023841858E-0001, 1.09999999403953E-0001,-6.89999997615814E-0001, 1.40000000596046E-0001, 8.89999985694885E-0001, 3.30000013113022E-0001,-6.60000026226044E-0001, 5.00000007450581E-0002,-6.20000004768372E-0001, 9.99999977648258E-0003,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 6.99999988079071E-0001,-7.99999982118607E-0002, 4.60000008344650E-0001,-4.90000009536743E-0001, 6.70000016689301E-0001,-5.40000021457672E-0001, 9.39999997615814E-0001,-5.00000000000000E-0001, 8.60000014305115E-0001,-4.49999988079071E-0001, 7.20000028610229E-0001,-1.29999995231628E-0001, 8.10000002384186E-0001,-6.10000014305115E-0001, 8.99999976158142E-0001,-2.50000000000000E-0001, 9.90000009536743E-0001,-1.29999995231628E-0001, 9.20000016689301E-0001,-1.99999995529652E-0002, 8.60000014305115E-0001, 0.00000000000000E+0000, 9.20000016689301E-0001,-2.50000000000000E-0001, 6.60000026226044E-0001,-2.00000002980232E-0001, 9.80000019073486E-0001,-2.80000001192093E-0001, 7.79999971389771E-0001,-5.00000000000000E-0001, 8.10000002384186E-0001,-6.29999995231628E-0001,good
 3.49999994039536E-0001,-1.09000003337860E+0000, 1.50000005960464E-0001,-1.15999996662140E+0000,-2.50000000000000E-0001,-1.12000000476837E+0000,-2.30000004172325E-0001, 7.00000002980232E-0002, 1.32000005245209E+0000,-3.00000011920929E-0001, 1.71000003814697E+0000,-6.39999985694885E-0001,-1.89999997615814E-0001,-5.29999971389771E-0001,-1.59999996423721E-0001,-1.99999995529652E-0002,-2.00999999046326E+0000,-5.00000007450581E-0002,-1.87999999523163E+0000,-5.50000011920929E-0001,-1.99999995529652E-0002,-6.00000023841858E-0001, 1.09999999403953E-0001,-1.42999994754791E+0000,-1.83000004291534E+0000, 8.89999985694885E-0001,-1.69000005722046E+0000, 3.00000011920929E-0001,-4.19999986886978E-0001,-6.20000004768372E-0001, 9.99999977648258E-0003,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 7.20000028610229E-0001,-1.38999998569489E+0000, 7.50000000000000E-0001,-1.84000003337860E+0000, 7.09999978542328E-0001,-2.08999991416931E+0000, 9.59999978542328E-0001,-1.12000000476837E+0000, 9.30000007152557E-0001,-7.79999971389771E-0001, 3.70000004768372E-0001,-1.92999994754791E+0000, 1.00000000000000E+0000,-1.41999995708466E+0000, 1.00000000000000E+0000,-1.60000002384186E+0000, 6.60000026226044E-0001,-1.66999995708466E+0000, 1.03999996185303E+0000,-1.95000004768372E+0000, 5.60000002384186E-0001,-1.30999994277954E+0000, 3.89999985694885E-0001,-1.37000000476837E+0000, 0.00000000000000E+0000,-1.28999996185303E+0000, 7.50000000000000E-0001,-1.90999996662140E+0000, 1.12999999523163E+0000,-1.94000005722046E+0000,-9.00000035762787E-0002,-1.64999997615814E+0000,good
 3.49999994039536E-0001, 3.99999991059303E-0002,-1.52999997138977E+0000,-1.15999996662140E+0000,-2.50000000000000E-0001,-1.12000000476837E+0000,-2.30000004172325E-0001, 5.09999990463257E-0001, 1.69000005722046E+0000, 9.30000007152557E-0001,-8.79999995231628E-0001,-6.39999985694885E-0001,-1.89999997615814E-0001,-5.29999971389771E-0001,-1.59999996423721E-0001, 3.89999985694885E-0001,-4.60000008344650E-0001, 7.69999980926514E-0001,-1.87999999523163E+0000, 1.09000003337860E+0000,-1.95000004768372E+0000,-6.00000023841858E-0001, 1.09999999403953E-0001,-6.89999997615814E-0001, 1.40000000596046E-0001, 8.89999985694885E-0001,-1.58000004291534E+0000,-8.79999995231628E-0001,-1.77999997138977E+0000,-6.20000004768372E-0001, 9.99999977648258E-0003,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 4.39999997615814E-0001, 3.30000013113022E-0001, 4.00000005960464E-0001, 6.39999985694885E-0001, 2.39999994635582E-0001, 8.50000023841858E-0001, 7.00000002980232E-0002, 1.07000005245209E+0000,-1.89999997615814E-0001, 1.34000003337860E+0000,-3.19999992847443E-0001, 1.54999995231628E+0000,-5.89999973773956E-0001, 1.72000002861023E+0000,-8.89999985694885E-0001, 1.53999996185303E+0000,-1.12000000476837E+0000, 1.32000005245209E+0000,-1.34000003337860E+0000, 1.05999994277954E+0000,-1.59000003337860E+0000, 8.89999985694885E-0001,-1.71000003814697E+0000, 6.49999976158142E-0001,-2.26999998092651E+0000, 2.89999991655350E-0001,-1.64999997615814E+0000,-1.00000001490116E-0001,-1.58000004291534E+0000,-3.79999995231628E-0001,-1.49000000953674E+0000,-7.09999978542328E-0001,good
 3.49999994039536E-0001,-4.39999997615814E-0001,-1.48000001907349E+0000,-1.15999996662140E+0000,-2.50000000000000E-0001, 9.10000026226044E-0001,-2.15000009536743E+0000, 7.59999990463257E-0001, 1.69000005722046E+0000,-7.99999982118607E-0002, 9.80000019073486E-0001,-6.39999985694885E-0001,-1.89999997615814E-0001,-5.29999971389771E-0001,-1.59999996423721E-0001, 4.69999998807907E-0001,-5.79999983310699E-0001, 7.69999980926514E-0001,-1.87999999523163E+0000,-5.50000011920929E-0001,-1.99999995529652E-0002,-6.00000023841858E-0001, 1.09999999403953E-0001,-3.19999992847443E-0001, 1.48000001907349E+0000, 8.89999985694885E-0001, 5.29999971389771E-0001,-6.60000026226044E-0001, 5.00000007450581E-0002,-6.20000004768372E-0001, 9.99999977648258E-0003,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 7.20000028610229E-0001, 4.19999986886978E-0001, 5.89999973773956E-0001, 8.79999995231628E-0001, 4.69999998807907E-0001, 1.14999997615814E+0000,-5.99999986588955E-0002, 1.36000001430511E+0000,-3.49999994039536E-0001, 1.54999995231628E+0000,-5.00000000000000E-0001, 1.59000003337860E+0000,-8.60000014305115E-0001, 1.83000004291534E+0000,-1.16999995708466E+0000, 1.53999996185303E+0000,-1.38999998569489E+0000, 1.29999995231628E+0000,-1.62000000476837E+0000, 8.50000023841858E-0001,-1.83000004291534E+0000, 6.60000026226044E-0001,-1.90999996662140E+0000, 2.19999998807907E-0001,-2.44000005722046E+0000,-9.00000035762787E-0002,-1.78999996185303E+0000,-5.00000000000000E-0001,-1.50999999046326E+0000,-8.70000004768372E-0001,-1.37999999523163E+0000,-1.15999996662140E+0000,good
 3.49999994039536E-0001, 5.40000021457672E-0001, 1.75999999046326E+0000,-2.55999994277954E+0000, 1.91999995708466E+0000,-1.90999996662140E+0000, 8.50000023841858E-0001,-9.10000026226044E-0001, 2.39999994635582E-0001,-1.17999994754791E+0000,-5.19999980926514E-0001,-6.89999997615814E-0001,-3.70000004768372E-0001,-5.09999990463257E-0001,-2.19999998807907E-0001,-6.00000023841858E-0001,-9.99999977648258E-0003,-5.69999992847443E-0001, 5.00000007450581E-0002,-5.50000011920929E-0001,-1.99999995529652E-0002,-6.00000023841858E-0001, 1.09999999403953E-0001,-6.89999997615814E-0001, 1.40000000596046E-0001,-1.04999995231628E+0000, 1.29999995231628E-0001,-6.60000026226044E-0001, 5.00000007450581E-0002,-6.20000004768372E-0001, 9.99999977648258E-0003,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001,-8.70000004768372E-0001,-3.30000013113022E-0001,-5.19999980926514E-0001,-1.00000001490116E-0001,-7.30000019073486E-0001, 1.40000000596046E-0001,-5.40000021457672E-0001,-1.70000001788139E-0001,-1.40000000596046E-0001,-2.70000010728836E-0001,-1.50000005960464E-0001,-2.89999991655350E-0001,-5.00000007450581E-0002,-2.59999990463257E-0001,-1.50000005960464E-0001,-2.30000004172325E-0001,-5.00000007450581E-0002, 1.40000000596046E-0001,-3.99999991059303E-0002,-1.99999995529652E-0002,-2.50000000000000E-0001,-1.19999997317791E-0001,-5.99999986588955E-0002, 3.99999991059303E-0002,-6.20000004768372E-0001, 9.00000035762787E-0002,-3.30000013113022E-0001, 5.00000007450581E-0002,-3.19999992847443E-0001,-2.99999993294477E-0002,-3.79999995231628E-0001,-7.00000002980232E-0002,good
 3.49999994039536E-0001, 7.20000028610229E-0001,-4.39999997615814E-0001, 7.69999980926514E-0001,-1.40000000596046E-0001, 3.99999991059303E-0002,-2.70000010728836E-0001, 2.89999991655350E-0001,-3.30000013113022E-0001, 6.60000026226044E-0001,-3.70000004768372E-0001, 5.09999990463257E-0001,-1.89999997615814E-0001, 5.29999971389771E-0001,-5.00000000000000E-0001,-2.89999991655350E-0001,-2.89999991655350E-0001, 4.79999989271164E-0001,-2.80000001192093E-0001, 5.50000011920929E-0001, 3.99999991059303E-0002, 1.05999994277954E+0000,-4.60000008344650E-0001,-1.50000005960464E-0001,-5.29999971389771E-0001,-3.99999991059303E-0002,-2.39999994635582E-0001,-7.99999982118607E-0002, 0.00000000000000E+0000,-1.29999995231628E-0001,-8.50000023841858E-0001, 2.70000010728836E-0001,-1.80000007152557E-0001,bad
 3.49999994039536E-0001, 6.80000007152557E-0001,-1.00000001490116E-0001, 5.60000002384186E-0001,-1.89999997615814E-0001, 6.29999995231628E-0001,-1.29999995231628E-0001, 5.69999992847443E-0001,-3.79999995231628E-0001, 3.79999995231628E-0001,-2.09999993443489E-0001, 6.29999995231628E-0001,-2.99999993294477E-0002, 6.49999976158142E-0001, 5.99999986588955E-0002, 4.00000005960464E-0001, 5.09999990463257E-0001, 5.09999990463257E-0001, 3.00000011920929E-0001, 6.10000014305115E-0001, 2.30000004172325E-0001, 5.40000021457672E-0001, 3.60000014305115E-0001, 6.10000014305115E-0001, 5.89999973773956E-0001, 2.09999993443489E-0001, 4.00000005960464E-0001, 5.09999990463257E-0001, 1.09999999403953E-0001, 4.49999988079071E-0001, 3.19999992847443E-0001, 4.60000008344650E-0001, 3.30000013113022E-0001,good
 3.49999994039536E-0001,-5.09999990463257E-0001, 1.08000004291534E+0000,-2.68000006675720E+0000,-9.99999977648258E-0003,-1.46000003814697E+0000,-1.69000005722046E+0000, 3.10000002384186E-0001,-3.49999994039536E-0001, 6.10000014305115E-0001, 5.00000000000000E-0001,-1.72000002861023E+0000, 4.39999997615814E-0001,-1.05999994277954E+0000,-1.54999995231628E+0000, 1.29999995231628E-0001, 3.10000002384186E-0001, 3.00000011920929E-0001, 1.59999996423721E-0001,-1.40999996662140E+0000, 8.50000023841858E-0001,-1.39999997615814E+0000,-8.00000011920929E-0001,-1.29999995231628E-0001, 1.51999998092651E+0000,-3.99999991059303E-0002, 8.39999973773956E-0001, 3.30000013113022E-0001, 8.19999992847443E-0001,-1.58000004291534E+0000,-5.79999983310699E-0001,-1.89999997615814E-0001,-1.23000001907349E+0000,bad
 3.49999994039536E-0001, 4.60000008344650E-0001,-2.59999990463257E-0001, 7.69999980926514E-0001,-2.89999991655350E-0001, 9.10000026226044E-0001,-3.60000014305115E-0001, 7.30000019073486E-0001,-3.79999995231628E-0001, 6.49999976158142E-0001,-4.30000007152557E-0001, 9.59999978542328E-0001,-3.30000013113022E-0001, 1.00000000000000E+0000,-5.89999973773956E-0001, 7.90000021457672E-0001, 1.09999999403953E-0001, 8.29999983310699E-0001,-2.99999993294477E-0002, 1.09000003337860E+0000,-2.50000000000000E-0001, 1.05999994277954E+0000,-2.50000000000000E-0001, 7.69999980926514E-0001, 2.19999998807907E-0001, 8.89999985694885E-0001,-1.29999995231628E-0001, 7.69999980926514E-0001,-2.39999994635582E-0001, 1.12999999523163E+0000,-3.00000011920929E-0001, 1.25000000000000E+0000,-9.70000028610229E-0001,good
 3.49999994039536E-0001,-4.00000005960464E-0001,-3.89999985694885E-0001,-3.99999991059303E-0002,-5.79999983310699E-0001,-7.50000000000000E-0001,-1.51999998092651E+0000,-3.19999992847443E-0001,-4.60000008344650E-0001,-3.30000013113022E-0001,-4.09999996423721E-0001,-1.80000007152557E-0001, 4.00000005960464E-0001, 1.99999995529652E-0002,-1.07000005245209E+0000,-2.89999991655350E-0001,-2.99999993294477E-0002, 0.00000000000000E+0000, 1.40000000596046E-0001,-3.40000003576279E-0001, 9.30000007152557E-0001, 4.30000007152557E-0001, 4.09999996423721E-0001,-1.09999999403953E-0001, 4.49999988079071E-0001,-2.50000000000000E-0001, 0.00000000000000E+0000,-5.00000007450581E-0002,-3.99999991059303E-0002,-3.89999985694885E-0001,-6.89999997615814E-0001,-1.09999999403953E-0001,-6.49999976158142E-0001,bad
 3.49999994039536E-0001, 7.20000028610229E-0001,-2.18000006675720E+0000, 7.69999980926514E-0001, 1.37999999523163E+0000,-1.19999997317791E-0001,-3.40000003576279E-0001, 2.09999993443489E-0001,-3.79999995231628E-0001, 9.30000007152557E-0001,-3.10000002384186E-0001, 7.99999982118607E-0002,-2.99999993294477E-0002, 4.19999986886978E-0001,-2.89999991655350E-0001, 9.80000019073486E-0001, 9.99999977648258E-0003, 2.70000010728836E-0001, 5.00000007450581E-0002, 3.19999992847443E-0001, 1.40000000596046E-0001, 9.70000028610229E-0001, 1.09999999403953E-0001, 1.03999996185303E+0000, 1.69000005722046E+0000, 7.30000019073486E-0001, 1.29999995231628E-0001, 9.80000019073486E-0001,-1.90999996662140E+0000, 1.12999999523163E+0000, 8.39999973773956E-0001, 1.50000005960464E-0001,-2.70000010728836E-0001,good
 3.49999994039536E-0001, 2.00000002980232E-0001, 1.77999997138977E+0000,-2.61999988555908E+0000,-7.69999980926514E-0001,-4.49999988079071E-0001,-5.00000000000000E-0001,-1.19999997317791E-0001,-6.60000026226044E-0001,-2.02999997138977E+0000,-5.00000007450581E-0002,-1.09999999403953E-0001,-1.89999997615814E-0001,-7.99999982118607E-0002,-3.10000002384186E-0001,-1.23000001907349E+0000, 1.02999997138977E+0000,-1.89999997615814E-0001, 7.99999982118607E-0002, 1.89999997615814E-0001, 7.99999982118607E-0002,-3.19999992847443E-0001,-3.79999995231628E-0001,-1.66999995708466E+0000,-5.99999986588955E-0002,-5.60000002384186E-0001,-8.00000011920929E-0001, 1.08000004291534E+0000, 5.00000007450581E-0002,-1.78999996185303E+0000,-9.00000035762787E-0002,-1.70000001788139E-0001, 9.99999977648258E-0003,bad
 3.49999994039536E-0001,-4.00000005960464E-0001,-9.99999977648258E-0003,-3.99999991059303E-0002,-4.69999998807907E-0001,-3.00000011920929E-0001,-2.30000004172325E-0001,-3.60000014305115E-0001,-5.00000000000000E-0001, 9.99999977648258E-0003,-3.10000002384186E-0001,-1.80000007152557E-0001, 9.99999977648258E-0003, 3.00000011920929E-0001,-1.09999999403953E-0001, 9.00000035762787E-0002,-4.60000008344650E-0001,-1.99999995529652E-0002,-4.00000005960464E-0001,-9.99999977648258E-0003, 1.40000000596046E-0001,-1.89999997615814E-0001, 4.69999998807907E-0001, 9.99999977648258E-0003,-2.30000004172325E-0001,-2.00000002980232E-0001,-5.99999986588955E-0002, 7.00000002980232E-0002,-1.00000001490116E-0001, 4.00000005960464E-0001,-6.00000023841858E-0001,-3.99999991059303E-0002,-1.59999996423721E-0001,good
 3.49999994039536E-0001, 7.20000028610229E-0001, 2.17000007629395E+0000,-1.15999996662140E+0000,-2.50000000000000E-0001,-1.12000000476837E+0000,-2.30000004172325E-0001,-1.00999999046326E+0000,-3.79999995231628E-0001, 9.99999977648258E-0003,-2.10999989509583E+0000,-1.48000001907349E+0000, 7.20000028610229E-0001,-1.98000001907349E+0000, 4.79999989271164E-0001, 4.30000007152557E-0001, 2.01999998092651E+0000,-5.69999992847443E-0001, 5.00000007450581E-0002,-5.50000011920929E-0001,-1.99999995529652E-0002, 4.30000007152557E-0001, 4.90000009536743E-0001,-2.41000008583069E+0000,-1.83000004291534E+0000, 8.89999985694885E-0001,-1.69000005722046E+0000, 1.08000004291534E+0000, 2.01999998092651E+0000,-6.20000004768372E-0001, 9.99999977648258E-0003,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 6.20000004768372E-0001, 5.99999986588955E-0002, 6.49999976158142E-0001, 2.99999993294477E-0002, 7.30000019073486E-0001, 1.40000000596046E-0001, 6.70000016689301E-0001,-1.40999996662140E+0000, 7.50000000000000E-0001, 9.20000016689301E-0001, 6.10000014305115E-0001, 5.00000000000000E-0001, 5.79999983310699E-0001, 6.70000016689301E-0001, 4.49999988079071E-0001, 8.29999983310699E-0001, 9.39999997615814E-0001, 1.20000004768372E+0000, 3.19999992847443E-0001, 8.29999983310699E-0001, 1.80000007152557E-0001, 9.59999978542328E-0001, 9.99999977648258E-0003, 1.00999999046326E+0000,-3.89999985694885E-0001, 9.10000026226044E-0001, 9.10000026226044E-0001, 2.01999998092651E+0000,-2.09999993443489E-0001, 7.90000021457672E-0001,-3.00000011920929E-0001, 7.59999990463257E-0001,good
 3.49999994039536E-0001,-7.99999982118607E-0002, 8.10000002384186E-0001, 4.39999997615814E-0001, 1.50999999046326E+0000, 4.30000007152557E-0001, 1.12999999523163E+0000, 6.49999976158142E-0001,-6.00000023841858E-0001, 8.79999995231628E-0001,-1.50000005960464E-0001, 8.99999976158142E-0001,-1.92999994754791E+0000, 8.79999995231628E-0001, 1.75999999046326E+0000, 9.20000016689301E-0001,-9.00000035762787E-0002, 8.50000023841858E-0001, 3.89999985694885E-0001, 1.04999995231628E+0000,-1.37000000476837E+0000, 8.39999973773956E-0001,-1.51999998092651E+0000,-1.80000007152557E-0001,-4.49999988079071E-0001, 8.89999985694885E-0001, 4.39999997615814E-0001, 4.39999997615814E-0001, 8.99999976158142E-0001, 9.20000016689301E-0001, 1.58000004291534E+0000, 8.99999976158142E-0001, 1.44000005722046E+0000,bad
 3.49999994039536E-0001, 6.39999985694885E-0001, 1.29999995231628E-0001, 7.69999980926514E-0001,-2.89999991655350E-0001, 8.70000004768372E-0001,-1.70000001788139E-0001, 8.99999976158142E-0001,-5.60000002384186E-0001, 9.10000026226044E-0001,-3.70000004768372E-0001, 9.30000007152557E-0001,-2.50000000000000E-0001, 1.00000000000000E+0000,-2.59999990463257E-0001, 1.00000000000000E+0000,-9.00000035762787E-0002, 9.30000007152557E-0001, 7.99999982118607E-0002, 1.04999995231628E+0000,-1.89999997615814E-0001, 1.01999998092651E+0000, 9.99999977648258E-0003, 9.10000026226044E-0001,-1.70000001788139E-0001, 8.10000002384186E-0001, 0.00000000000000E+0000, 9.20000016689301E-0001, 7.00000002980232E-0002, 1.12999999523163E+0000,-2.09999993443489E-0001, 1.11000001430511E+0000,-1.80000007152557E-0001,good
 3.49999994039536E-0001,-1.28999996185303E+0000,-1.00000001490116E-0001,-1.80999994277954E+0000, 1.59000003337860E+0000,-1.12000000476837E+0000,-2.30000004172325E-0001, 3.49999994039536E-0001,-2.44000005722046E+0000, 8.79999995231628E-0001, 3.10000002384186E-0001,-1.05999994277954E+0000,-1.37999999523163E+0000,-9.90000009536743E-0001, 1.27999997138977E+0000, 8.99999976158142E-0001, 3.30000013113022E-0001,-5.69999992847443E-0001, 5.00000007450581E-0002,-5.50000011920929E-0001,-1.99999995529652E-0002,-8.99999976158142E-0001,-1.78999996185303E+0000,-6.89999997615814E-0001, 1.40000000596046E-0001, 8.89999985694885E-0001,-1.69000005722046E+0000,-6.60000026226044E-0001, 5.00000007450581E-0002,-5.50000011920929E-0001, 1.21000003814697E+0000,-6.70000016689301E-0001,-2.99999993294477E-0002,bad
 3.49999994039536E-0001, 6.60000026226044E-0001,-7.99999982118607E-0002, 7.69999980926514E-0001,-2.30000004172325E-0001, 8.89999985694885E-0001,-2.50000000000000E-0001, 9.20000016689301E-0001,-4.39999997615814E-0001, 9.30000007152557E-0001,-3.89999985694885E-0001, 9.59999978542328E-0001,-2.09999993443489E-0001, 1.00000000000000E+0000,-2.19999998807907E-0001, 1.00000000000000E+0000,-9.99999977648258E-0003, 9.90000009536743E-0001, 5.00000007450581E-0002, 1.09000003337860E+0000,-7.00000002980232E-0002, 1.05999994277954E+0000, 9.99999977648258E-0003, 9.70000028610229E-0001, 3.99999991059303E-0002, 8.70000004768372E-0001, 7.00000002980232E-0002, 1.02999997138977E+0000, 1.99999995529652E-0002, 1.12999999523163E+0000,-7.00000002980232E-0002, 1.21000003814697E+0000,-1.19999997317791E-0001,good
